name,ratings,prices,aminities,location,description
Hilton Hurghada Plaza,4.5,"EGP 3,106",",Free parking,Public wifi,Pool,Fitness Centre with Gym / Workout Room,Bar / lounge,Beach,Diving,Kids stay free,Hot bath,Pool / beach towels,Pool with view,Outdoor pool,Heated pool,Plunge pool,Shallow end in pool,Fitness / spa changing rooms,Fitness classes,Personal trainer,Sauna,Coffee shop,Restaurant,Breakfast buffet,Kid-friendly buffet,Kids' meals,Outdoor dining area,Snack bar,Special diet menus,Wine / champagne,Swimup bar,Poolside bar,Snorkelling,Squash,Tennis court,Water park,Water sport equipment rentals,Aerobics,Billiards,Entertainment staff,Evening entertainment,Patio,Nightclub / DJ,Babysitting,Children's playground,Children's television networks,Indoor play area for children,Children Activities (Kid / Family Friendly),Kids club,Kids pool,Kids' outdoor play equipment,Highchairs available,Airport transportation,Taxi service,Conference facilities,Banquet room,Meeting rooms,Spa,Couples massage,Facial treatments,Full body massage,Hammam,Head massage,Makeup services,Manicure,Massage,Pedicure,Salon,Solarium,Steam room,24-hour security,Baggage storage,Concierge,Currency exchange,Gift shop,Outdoor furniture,Shops,Sun loungers / beach chairs,Sun terrace,Sun umbrellas,ATM on site,Doorperson,First aid kit,Infirmary,24-hour check-in,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Blackout curtains,Soundproof rooms,Air conditioning,Private beach,Minibar,Cable / satellite TV,Sofa bed,Bidet,Desk,Housekeeping,Interconnected rooms available,Private balcony,Room service,Safe,Seating area,Sofa,Telephone,Wardrobe / wardrobe,Bottled water,Clothes rack,Iron,Private bathrooms,Tile / marble floor,Wake-up service / alarm clock,Electric kettle,Flatscreen TV,Radio,Walk-in shower,Bath / shower,Complimentary toiletries,Hair dryer,Ocean view,Pool view,Non-smoking rooms,Suites,Family rooms,Smoking rooms available","Gabal El Hareem Main Street, Hurghada Egypt","Experience the beauty of the Red Sea at the Hilton Hurghada Plaza hotel, with scuba diving and a range of water-sport activities on the private beach and regular boat trips from the marina. Work out at the gym operating 24 hours a day, enjoy a game of tennis or simply relax with a drink at the swim up pool bar. Children will love the Clown-fish Aqua Park and dedicated kids' club. Savour fresh flavours for dinner at the beachfront Lophelia Seafood Restaurant, with panoramic views of the Red Sea. Sip drinks at sunset on the beach of Hilton Hurghada Plaza, or enjoy a relaxing day at the spa, complete with extensive treatments and Turkish bath. From Hilton Guest Rooms to private Suites and multi-story Duplexes, all Hilton Hurghada Plaza hotel rooms boast stunning views of the Red Sea, combined with complimentary wireless internet access. Only fifteen minutes' drive from Hurghada International Airport, the Hilton Hurghada Plaza hotel is ideally located next to the Hurghada City Centre Mall. Boasting a ballroom for up to 150 guests, the exclusive Anaconda Night Club, and wireless internet access throughout the hotel, Hilton Hurghada Plaza has facilities for all guests needs."
SUNRISE Royal Makadi Resort,4.5,"EGP 6,139",",Free parking,Free internet,Pool,Fitness Centre with Gym / Workout Room,Bar / lounge,Beach,Archery,Babysitting,Parking,Wifi,Paid internet,Pool / beach towels,Adult pool,Outdoor pool,Heated pool,Yoga classes,Fitness / spa changing rooms,Fitness classes,Sauna,Restaurant,Breakfast available,Breakfast buffet,Complimentary Instant Coffee,Complimentary tea,Kid-friendly buffet,Outdoor dining area,Snack bar,Special diet menus,Swimup bar,Poolside bar,Diving,Mini golf,Snorkelling,Tennis court,Water park,Aerobics,Billiards,Darts,Entertainment staff,Evening entertainment,Karaoke,Table tennis,Waterslide,Nightclub / DJ,Children's playground,Indoor play area for children,Children Activities (Kid / Family Friendly),Kids club,Kids pool,Kids' outdoor play equipment,Highchairs available,Airport transportation,Car hire,Taxi service,Business Centre with Internet Access,Conference facilities,Banquet room,Meeting rooms,Spa,Facial treatments,Foot massage,Head massage,Makeup services,Manicure,Massage,Pedicure,Salon,Steam room,24-hour security,Baggage storage,Concierge,Convenience store,Currency exchange,Gift shop,Shops,Sun loungers / beach chairs,Sun umbrellas,ATM on site,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Air conditioning,Private beach,Desk,Housekeeping,Coffee / tea maker,Minibar,Cable / satellite TV,Bath / shower,Interconnected rooms available,Private balcony,Room service,Safe,Seating area,VIP room facilities,Wardrobe / wardrobe,Bottled water,Laptop safe,Private bathrooms,Wake-up service / alarm clock,Electric kettle,Flatscreen TV,Complimentary toiletries,Hair dryer,Ocean view,Pool view,Non-smoking rooms,Suites,Family rooms,Smoking rooms available","Makadi Bay, Hurghada 84513 Egypt","Highlights: • Family resort in Makadi Bay • Private sandy beach • 7 pools + aqua park (18 slides) • 1 buffet and 8 à la carte restaurants (unlimited visits) • Adults only designated area SUNRISE Royal Makadi Resort is the perfect place for a fun and relaxing holiday. The 5-star resort is located in the heart of Makadi Bay, a main region with the best diving and snorkelling areas. The resort is built on a serene landscape surrounded by lush gardens, seven magnificent pools and a large aqua park to keep you splashing at all times. Adults can enjoy adults- only designated areas on the beach and pool as well as 4 bars & clubs. Additionally, the large gym with latest machine equipment and the in- house spa are available for adults- only (16+). Free Wi-Fi is available throughout the resort and in all rooms. SUNRISE Royal Makadi Resort offers 465 rooms including family rooms with bunk beds or family suites with extra children's room. All rooms come with SAT LED TV, safe box minibar, tea & coffee facilities and a terrace or balcony. SUNRISE Royal Makadi Resort offers 1 international buffet restaurant and 8 à-la-carte restaurants: Italian, Mexican, Mediterranean, Bedouin, Asian, Steak and Roots Diet & Light Cuisine. The specialty Restaurant Felucca serving Seafood cuisine is available against extra charge. The resort offers 10 different theme bars including 4 Pool Bars, Beach Bar, Shisha Café, Victoria Pub & Aquarius Club (16+), 2 Lobby Bars, one operating 24h. The extensive pool areas feature 7 swimming pools, including children’s pool with multiple slides. Guests can exercise on the jogging track or at the well-equipped gym. For those who love an active holiday, the Resort features 3 Football Courts, Multipurpose Court, Volleyball Court and many other activities such as Evening Animation Shows, Amphitheatre, Aquarius Club with Resident DJ. The SUNRISE Kid’s Club let by professional care takers is available for kids between 3-12 years old offering Daily Educational, Entertaining Sports & Activities. Located 37km (40 min) to Hurghada Centre and 32km (33 min) to Hurghada International Airport, the resort features a distinctive location. Our all-inclusive concept includes: Breakfast, Lunch and Dinner in Buffets or a la carte Restaurants (unlimited reservations), Snacks from 12:00-17:00, 22:30-01:00, local alcoholic Beverages from 10:00-00:00, Water and Hot Beverages 24/7, Minibar with water and soft drinks, Wi-Fi, free entertainment and sports activities, and much more. Some activities/services such as Diving Center, Spa Treatment are extra charge. Please get back to the hotel’s AI Formula for detailed information."
Jungle Aqua Park,4.5,"EGP 2,789",",Free parking,Free internet,Pool,Fitness Centre with Gym / Workout Room,Free breakfast,Game room,Tennis court,Babysitting,Parking,Wifi,Lazy river,Outdoor pool,Heated pool,Fitness / spa changing rooms,Sauna,Bar / lounge,Restaurant,Breakfast available,Breakfast buffet,Kid-friendly buffet,Poolside bar,Water park,Entertainment staff,Evening entertainment,Nightclub / DJ,Children Activities (Kid / Family Friendly),Kids club,Kids' outdoor play equipment,Free shuttle or taxi services,Airport transportation,Shuttle bus service,Business Centre with Internet Access,Banquet room,Meeting rooms,Spa,Facial treatments,Hammam,Head massage,Massage,Salon,Baggage storage,Concierge,Convenience store,Currency exchange,Gift shop,Shops,Sun loungers / beach chairs,Sun umbrellas,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Air conditioning,Housekeeping,Private balcony,Room service,Safe,Minibar,Refrigerator,Flatscreen TV,Non-smoking rooms,Family rooms,Smoking rooms available","Safaga Road, Hurghada Egypt","Jungle Aqua Park offers the largest water theme park in Hurghada. It is an amazing resort of endless choices at Red Sea coast. Being an Aqua Park, it is popular for its water slides, varied swimming pools, besides a multiple range of sports and social activities for people of all ages. You will find something for everyone at the Jungle Aqua Park, whether you are planning an active holiday or a family vacation combined with a most exquisite theme of water sports and leisure."
ZYA Regina Resort and Aqua Park Hurghada,4.0,"EGP 1,250",",Free internet,Pool,Fitness Centre with Gym / Workout Room,Free breakfast,Beach,Entertainment staff,Children Activities (Kid / Family Friendly),Kids club,Public wifi,Paid internet,Outdoor pool,Bar / lounge,Restaurant,Breakfast buffet,Poolside bar,Evening entertainment,Airport transportation,Shuttle bus service,Business Centre with Internet Access,Banquet room,Meeting rooms,Spa,Massage,Concierge,Shops,Sun umbrellas,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Air conditioning,Private beach,Private balcony,Room service,Safe,Non-smoking rooms,Suites,Family rooms","Sheraton Road, Hurghada 11511 Egypt","We have been to Zya 2 times, in the beginning and in the end of our stay.   Breakfast: the buffet breakfast has a variety of options (sweets, different types of bread, vegetables, eggs, meat, omelette and crepes made at the moment, coffee and juices). The breakfast time is from 7 to 10 am and at 10 am they start already removing food and coffee machine, they were not very flexible although people were still eating.   Rooms: in our first stay we originally had reservation for a bungalow but when we arrived it was ""upgraded"" to a normal room with pool/sea view. The room was clean, with bottled water and clean towels. The safe in the closet was broken, but in the end there is no need to use it. Although it is stated that WiFi is not available in the room, we could reach it from the balcony or downstairs in the hall.  In our second stay we had a room with city view. We arrived in the weekend and there were more people compared to the first stay. So it was a bit noisy until 1 am.  The fridge and airco can also be quite noisy. In the morning the fire alarm rang (by mistake) and the staff started the room service before the check out time so they knocked our door while we were still sleeping.   Position: zya is in Sigala, on the main street full of restaurants and bazaars. From the hotel you can easily reach the marina (around 10 min walking). Hurghada old town is about 5 km (so we took a taxi).   Beach: we enjoyed our time at the beach,  we also rented masks for snorkeling (5 euro for 2 masks in total). Drawback:  The music at the beach at 11 am was very loud and we had to ask multiple times to switch it off.   Overall we paid around 22 euro per person per night so we believe that it is a very good deal considering that a 5-star hotel is much more expensive. ZYA is clean and quite comfortable so it is a good deal if you are willing to accept that it is not a fancy hotel.…"
Desert Rose Resort,4.5,"EGP 2,800",",Free parking,Public wifi,Pool,Fitness Centre with Gym / Workout Room,Free breakfast,Beach,Archery,Kids stay free,Secured parking,Pool / beach towels,Adult pool,Outdoor pool,Heated pool,Shallow end in pool,Yoga classes,Fitness / spa changing rooms,Fitness classes,Personal trainer,Sauna,Bar / lounge,Coffee shop,Restaurant,Breakfast available,Breakfast buffet,Breakfast in the room,Complimentary Instant Coffee,Complimentary tea,Complimentary welcome drink,Kid-friendly buffet,Kids' meals,Outdoor dining area,Snack bar,Special diet menus,Swimup bar,Poolside bar,Boating,Diving,Snorkelling,Tennis court,Water park,Water sport equipment rentals,Windsurfing,Aerobics,Billiards,Darts,Entertainment staff,Evening entertainment,Table tennis,Waterslide,Board games / puzzles,Nightclub / DJ,Babysitting,Books, DVDs, music for children,Children's playground,Children's television networks,Indoor play area for children,Children Activities (Kid / Family Friendly),Kids club,Kids pool,Kids' outdoor play equipment,Airport transportation,Taxi service,Conference facilities,Banquet room,Meeting rooms,Spa,Couples massage,Facial treatments,Foot massage,Full body massage,Hammam,Head massage,Manicure,Massage,Pedicure,Salon,Steam room,24-hour security,Baggage storage,Concierge,Convenience store,Currency exchange,Gift shop,Outdoor furniture,Shops,Sun deck,Sun loungers / beach chairs,Sun umbrellas,ATM on site,Doorperson,First aid kit,24-hour check-in,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Blackout curtains,Air conditioning,Private beach,Desk,Housekeeping,Coffee / tea maker,Cable / satellite TV,Bidet,Interconnected rooms available,Private balcony,Room service,Safe,Seating area,Telephone,VIP room facilities,Wardrobe / wardrobe,Bottled water,Private bathrooms,Wake-up service / alarm clock,Minibar,Electric kettle,Flatscreen TV,Walk-in shower,Complimentary toiletries,Hair dryer,Ocean view,Pool view,Non-smoking rooms,Suites,Family rooms,Smoking rooms available","Village Road, Hurghada Egypt","Just a fifteen-minute drive from Hurghada Airport and 16 km from Hurghada city center, Desert Rose’s 1km pristine beach and its idyllic 40,000 square meter natural lagoon with golden sands is a choice location for enjoying a unique stretch of private beachfront, providing a wonderful environment for fun-packed activities or simply relishing the stunning year-round unbeatable Red Sea climate."
Movenpick Resort & Spa El Gouna,4.5,"EGP 4,813",",Free parking,Free internet,Pool,Fitness Centre with Gym / Workout Room,Bar / lounge,Beach,Bicycle rental,Babysitting,Secured parking,Wifi,Pool / beach towels,Pool with view,Outdoor pool,Heated pool,Fitness / spa changing rooms,Sauna,Restaurant,Breakfast available,Breakfast buffet,Complimentary Instant Coffee,Complimentary tea,Complimentary welcome drink,Kid-friendly buffet,Kids' meals,Outdoor dining area,Swimup bar,Poolside bar,Diving,Snorkelling,Squash,Tennis court,Windsurfing,Aerobics,Bicycle tours,Billiards,Entertainment staff,Evening entertainment,Table tennis,Children's playground,Children's television networks,Children Activities (Kid / Family Friendly),Kids club,Kids pool,Kids' outdoor play equipment,Highchairs available,Strollers,Airport transportation,Shuttle bus service,Car hire,Taxi service,Conference facilities,Banquet room,Meeting rooms,Spa,Couples massage,Facial treatments,Foot massage,Full body massage,Hammam,Manicure,Massage,Neck massage,Pedicure,Salon,Steam room,Waxing services,24-hour security,Baggage storage,Concierge,Currency exchange,Gift shop,Shops,Sun loungers / beach chairs,Sun umbrellas,ATM on site,First aid kit,24-hour check-in,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Blackout curtains,Bathrobes,Air conditioning,Private beach,Minibar,Cable / satellite TV,Sofa bed,Walk-in shower,Desk,Housekeeping,Interconnected rooms available,Private balcony,Room service,Safe,Sofa,Telephone,VIP room facilities,Wardrobe / wardrobe,Bottled water,Tile / marble floor,Electric kettle,Flatscreen TV,Complimentary toiletries,Hair dryer,Ocean view,Pool view,Non-smoking rooms,Suites,Family rooms,Smoking rooms available","Main Street 84511 Hurghada, El Gouna, Hurghada 84513 Egypt","The Mövenpick Resort & Spa El Gouna is nestled on a peninsula, with its own exclusive beachfront. It offers spectacular views of the Red Sea, the tranquil lagoons and the lush gardens. The ideal surroundings combined with the resort's extensive facilities all make for a perfect stay. The charming center of El Gouna with its picturesque architecture and numerous attractions is only a few minutes away and Hurghada International Airport can be reached in 30 minutes."
Titanic Royal Resort,5.0,"EGP 4,213",",Free parking,Free High Speed Internet (WiFi),Pool,Fitness Centre with Gym / Workout Room,Free breakfast,Beach,Bowling,Children's playground,Secured parking,Wifi,Hot bath,Pool / beach towels,Outdoor pool,Heated pool,Yoga classes,Fitness / spa changing rooms,Sauna,Bar / lounge,Restaurant,Breakfast buffet,Complimentary tea,Complimentary welcome drink,Kid-friendly buffet,Kids' meals,Outdoor dining area,Snack bar,Swimup bar,Poolside bar,Diving,Game room,Water park,Aerobics,Billiards,Darts,Entertainment staff,Evening entertainment,Karaoke,Table tennis,Video game console,Children Activities (Kid / Family Friendly),Kids club,Kids pool,Highchairs available,Airport transportation,Shuttle bus service,Car hire,Taxi service,Business Centre with Internet Access,Conference facilities,Meeting rooms,Photo copier / fax In business centre,Spa,Body wrap,Couples massage,Facial treatments,Foot bath,Foot massage,Full body massage,Hammam,Hand massage,Head massage,Hot spring bath,Light therapy,Makeup services,Manicure,Massage,Massage chair,Neck massage,Open-air bath,Pedicure,Salon,Steam room,Waxing services,24-hour security,Baggage storage,Concierge,Currency exchange,Gift shop,Sun umbrellas,ATM on site,First aid kit,Umbrella,24-hour check-in,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Blackout curtains,Air conditioning,Private beach,Desk,Coffee / tea maker,Cable / satellite TV,Extra long beds,Walk-in shower,Dining area,Housekeeping,Interconnected rooms available,Private balcony,Room service,Safe,Seating area,Sofa,Telephone,VIP room facilities,Wardrobe / wardrobe,Bottled water,Clothes rack,Laptop safe,Private bathrooms,Tile / marble floor,Wake-up service / alarm clock,Minibar,Electric kettle,Flatscreen TV,Sofa bed,Bath / shower,Complimentary toiletries,Hair dryer,Mountain view,Ocean view,Pool view,Non-smoking rooms,Suites,Family rooms,Smoking rooms available","Village Road Km 15 Safaga Road, Hurghada 84511 Egypt","The hotel embodies the finest luxury experience & modern crystal lobby. Our glamorous space, modern style rooms and professional staff makes Titanic Royal the perfect place for you and your family. Our 387 rooms and suites were carefully designed and decorated. You can choose between pool, sea or mountain view and choose what is best for you. Enjoy sophisticated design and stylish touch, along with the calmness of the Red Sea coast enabling the direct 300 m beach access. TITANIC ROYAL PROVIDES THE FOLLOWING FACILITIES: 1 Pool for Adults (heated in winter time) 2 Pools for Kids (heated in winter time) Spa Center Private Beach Wi-Fi (available in all facility) Shopping Arcade"
Bellagio Beach Resort & Spa,4.5,"EGP 1,699",",Parking,Public wifi,Pool,Fitness Centre with Gym / Workout Room,Free breakfast,Beach,Water park,Kids stay free,Outdoor pool,Fitness / spa changing rooms,Bar / lounge,Restaurant,Breakfast available,Breakfast buffet,Poolside bar,Entertainment staff,Evening entertainment,Karaoke,Nightclub / DJ,Indoor play area for children,Children Activities (Kid / Family Friendly),Kids club,Kids' outdoor play equipment,Car hire,Taxi service,Banquet room,Spa,Facial treatments,Head massage,Massage,Salon,Steam room,Rooftop terrace,24-hour security,Baggage storage,Concierge,Currency exchange,Gift shop,Shops,Sun loungers / beach chairs,Sun umbrellas,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Blackout curtains,Air conditioning,Private beach,Housekeeping,Private balcony,Flatscreen TV,Walk-in shower,Complimentary toiletries,Room service,Safe,Telephone,Wake-up service / alarm clock,Hair dryer,Mountain view,Ocean view,Pool view,Non-smoking rooms","12 Km Al Ahyaa Road, Hurghada 84599 Egypt","Finding an ideal family-friendly hotel in Hurghada does not have to be difficult. Welcome to Panorama Bungalows Aqua Park Hurghada, a nice option for travellers like you.While staying at Panorama Bungalows Resort Hurghada Hotel, visitors can check out El Dahar (2.9 mi), which is a popular Hurghada attraction.Rooms at Panorama Bungalows Aqua Park Hurghada provide a flat screen TV and air conditioning, and guests can stay connected with public wifi.In addition, while staying at Panorama Bungalows Aqua Park Hurghada guests have access to a rooftop terrace, a concierge, and room service. You can also enjoy a pool and free breakfast.Panorama Bungalows Aqua Park Hurghada looks forward to welcoming you on your visit to Hurghada."
Bel Air Azur Resort,4.5,"EGP 2,465",",Free public parking nearby,Wifi,Pool,Fitness Centre with Gym / Workout Room,Free breakfast,Beach,Diving,Airport transportation,Street parking,Paid wifi,Pool / beach towels,Adult pool,Outdoor pool,Heated pool,Yoga classes,Fitness classes,Sauna,Bar / lounge,Restaurant,Breakfast buffet,Complimentary Instant Coffee,Complimentary tea,Complimentary welcome drink,Outdoor dining area,Snack bar,Poolside bar,Snorkelling,Squash,Tennis court,Windsurfing,Aerobics,Billiards,Darts,Entertainment staff,Evening entertainment,Karaoke,Table tennis,Nightclub / DJ,Taxi service,Banquet room,Meeting rooms,Photo copier / fax In business centre,Spa,Facial treatments,Foot bath,Foot massage,Full body massage,Hammam,Hand massage,Head massage,Light therapy,Makeup services,Manicure,Massage,Neck massage,Pedicure,Salon,Steam room,Adults only,24-hour security,Baggage storage,Concierge,Gift shop,Shared lounge / TV area,Shops,Sun loungers / beach chairs,Sun terrace,Sun umbrellas,First aid kit,24-hour check-in,24-hour front desk,Laundry service,Blackout curtains,Air conditioning,Housekeeping,Interconnected rooms available,Minibar,Cable / satellite TV,Extra long beds,Bath / shower,Private balcony,Safe,Telephone,Wardrobe / wardrobe,Bottled water,Clothes rack,Private bathrooms,Tile / marble floor,Wake-up service / alarm clock,Electric kettle,Flatscreen TV,Complimentary toiletries,Hair dryer,Pool view,Suites,Smoking rooms available","El Corniche Road, Hurghada 111 Egypt","Bel Air Azur (Adults only) 4 Star resort located only 7 km from Hurghada airport and 3 km from Hurghada’s city center, it offers a soothing and laid back vacation experience through the gentle attentiveness of the staff and their dedication to respond to your needs around the clock. Laze with a book in your private balcony facing a glistening crystal pool and forget all your worries back home. Bask in the Egyptian sun and enjoy a refreshing tropical cocktail at the bar. Stroll to our sister resort Arabia and access to the beach."
"Fort Arabesque Resort, Spa & Villas",4.0,"EGP 6,682",",Free parking,Paid wifi,Pool,Fitness Centre with Gym / Workout Room,Free breakfast,Beach,Diving,Indoor play area for children,Secured parking,Internet,Pool / beach towels,Outdoor pool,Heated pool,Private pool,Fitness / spa changing rooms,Fitness classes,Personal trainer,Bar / lounge,Restaurant,Breakfast available,Breakfast buffet,Snack bar,Swimup bar,Poolside bar,Snorkelling,Tennis court,Aerobics,Billiards,Entertainment staff,Evening entertainment,Table tennis,Children Activities (Kid / Family Friendly),Kids club,Airport transportation,Shuttle bus service,Taxi service,Business Centre with Internet Access,Conference facilities,Meeting rooms,Spa,Facial treatments,Foot massage,Full body massage,Head massage,Massage,Salon,Baggage storage,Concierge,Currency exchange,Gift shop,Shops,Sun loungers / beach chairs,Sun umbrellas,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Ironing service,Air conditioning,Private beach,Housekeeping,Private balcony,Coffee / tea maker,Minibar,Flatscreen TV,Hair dryer,Room service,Safe,VIP room facilities,Wake-up service / alarm clock,Refrigerator,Electric kettle,Radio,Ocean view,Pool view,Non-smoking rooms,Suites,Family rooms","Hurghada - Safaga Road KM 32, Makadi Bay, Hurghada 84651 Egypt","Fort Arabesque Resort, Spa, & Villas promises tranquility and opulence with its 517 luxurious rooms, suites, private apartments and 65 villas. Four dining venues, five swimming pools, including a children's pool (three of which are heated), a state-of-the-art gym, world-class Thai-managed Spa and sports facilities as well as I-Dive, a five-star IDC PADI dive center, guarantee a fun and unforgettable hotel experience. Inspired by the Sardinian roots of its architects, Fort Arabesque Resort & Spa combines distinctive Italian and Arabic accents in its architecture, from its imposing medieval fort structure to its interior touches and décor, where the different shades of Egyptian cave stones from Aswan blend with the antique fine wood furnishings of oriental designs. We would like to introduce our new concept as well, which is unique in Egypt. Nestled within the Fort Arabesque resort, The Villas offer its guests luxurious accommodation, space and privacy in addition to a more personal and dedicated service. Each of the 65 Villas (40 units with 1 bedroom + 1 bathroom, 19 units with 1 bedroom + 1 bathroom with a sea view, 6 units with 2 bedrooms + 2 bathrooms) is tastefully decorated to reflect the mix of Arabic accents and Mediterranean influences of the Fort Arabesque Resort. All units have private garden and terrace with private access to a secluded swimming pool exclusive to The Villas. To ensure a fast and efficient service, the check-in is done through a private reception. The residents also have access to the Pavilion which is a private lounge where the villa guests can enjoy a semi-served upgraded breakfast in the morning. For lunch and dinner time the Pavilion functions as an A’la Carte Restaurant, giving the opportunity to enjoy a fine dining experience. The extra benefits of the Villa Guests include free Wi-Fi, free Gym usage and various discounts in the different outlets of the hotel. Guests at The Villas are free to use all the facilities and enjoy the same ‘all inclusive’ benefits at the resort with quick access to the main restaurant and the beach as well."
Royal Lagoons Resort and Aqua Park,4.0,"EGP 2,356",",Paid public parking on-site,Public wifi,Pool,Fitness classes,Free breakfast,Diving,Water park,Children's playground,Secured parking,Pool / beach towels,Adult pool,Outdoor pool,Heated pool,Bar / lounge,Restaurant,Breakfast available,Breakfast buffet,Breakfast in the room,Complimentary Instant Coffee,Complimentary tea,Complimentary welcome drink,Happy hour,Kid-friendly buffet,Kids' meals,Snack bar,Special diet menus,Poolside bar,Aerobics,Darts,Entertainment staff,Evening entertainment,Walking tours,Waterslide,Indoor play area for children,Children Activities (Kid / Family Friendly),Kids club,Kids pool,Kids' outdoor play equipment,Highchairs available,Airport transportation,Car hire,Conference facilities,Banquet room,Meeting rooms,Facial treatments,Foot bath,Foot massage,Full body massage,Hand massage,Head massage,Makeup services,Manicure,Massage,Neck massage,Pedicure,Salon,24-hour security,BBQ facilities,Baggage storage,Concierge,Currency exchange,Gift shop,Shops,Sun deck,Sun loungers / beach chairs,Sun umbrellas,ATM on site,Doorperson,First aid kit,Umbrella,24-hour check-in,24-hour front desk,Express check-in / check-out,Private check-in / check-out,Dry cleaning,Laundry service,Ironing service,Blackout curtains,Air purifier,Air conditioning,Private beach,Coffee / tea maker,Cable / satellite TV,Extra long beds,Bidet,Housekeeping,Private balcony,Safe,Seating area,Telephone,Wardrobe / wardrobe,Bottled water,Clothes rack,Private bathrooms,Tile / marble floor,Electric kettle,Flatscreen TV,Radio,Bath / shower,Complimentary toiletries,Hair dryer,Pool view,Non-smoking rooms,Suites,Family rooms","Al Mamsha El Seyahi, Hurghada 84517 Egypt","Royal Lagoons Resort and Aqua Park 5 minutes by free Shuttle Bus to Private Sandy Beach or 15 minutes’ walk to/from the beach. Ideally located on central Hurghada’s promenade and 10 minutes by car from Hurghada International Airport, The Royal Lagoons Resort boasts a private sandy beach along with 4 restaurants, 5 bars and an 04 outdoor Swimming pools. Featuring a balcony or terrace, the accommodations at Royal Lagoons Resort Hurghada include air conditioning, a minibar and a satellite TV. The bathroom is fitted with a bath or shower, a hairdryer and free toiletries. Savor gourmet Italian food at La Luna or enjoy international cuisine at the resort’s main restaurant Cascade. La Luna Italian restaurant requires booking 24 hours in advance and it is based on availability. Guests can unwind with a drink at the pool bar or beach bar where stunning views are offered. At an added charge, guests can make use of recreational facilities such as the health spa, where guests can request a massage or access the sauna, hot tub and steam room for a fee. There is also a gym and tennis court. This property is also rated for the best value in Hurghada! Guests are getting more for their money when compared to other properties in this"
Jasmine Palace Resort & Spa,4.0,"EGP 2,083",",Free parking,Outdoor pool,Fitness Centre with Gym / Workout Room,Bar / lounge,Beach,Game room,Children's playground,Children's television networks,Pool / beach towels,Fitness / spa changing rooms,Sauna,Restaurant,Breakfast buffet,Outdoor dining area,Snack bar,Poolside bar,Snorkelling,Windsurfing,Billiards,Darts,Entertainment staff,Evening entertainment,Waterslide,Nightclub / DJ,Indoor play area for children,Children Activities (Kid / Family Friendly),Kids club,Kids pool,Kids' outdoor play equipment,Taxi service,Meeting rooms,Spa,Body wrap,Couples massage,Facial treatments,Foot massage,Full body massage,Hammam,Hand massage,Head massage,Makeup services,Manicure,Massage,Massage chair,Neck massage,Pedicure,Salon,Steam room,Waxing services,24-hour security,Baggage storage,Concierge,Gift shop,Shops,Sun loungers / beach chairs,Sun umbrellas,ATM on site,First aid kit,24-hour front desk,Laundry service,Ironing service,Blackout curtains,Air conditioning,Private beach,Dining area,Housekeeping,Electric kettle,Cable / satellite TV,Bath / shower,Private balcony,Safe,Sofa,Telephone,Bottled water,Clothes rack,Private bathrooms,Flatscreen TV,Hair dryer,Ocean view,Pool view,Non-smoking rooms,Family rooms,Smoking rooms available","Km 18, Sahl Hasheesh Road, Hurghada Egypt","Finding an ideal family-friendly resort in Hurghada does not have to be difficult. Welcome to Jasmine Palace Resort & Spa, a nice option for travellers like you.As your “home away from home,” the resort rooms offer a flat screen TV, air conditioning, and a refrigerator, and getting online is easy, with internet access available.Guests have access to a concierge while staying at Jasmine Palace Resort & Spa. In addition, Jasmine Palace Resort & Spa offers a pool and free breakfast, which will help make your Hurghada trip additionally gratifying. And, as an added convenience, there is free parking available to guests.When you're feeling hungry, you can check out Makai Tukai Restaurant (0.6 mi), Sofra Middle Eastern Cuisine - Hurghada (0.6 mi), or Nino's Restaurant (0.6 mi), which are all within walking distance of Jasmine Palace Resort & Spa.If you’re looking for something to do, Sand City is a nice way to spend some time.Jasmine Palace Resort & Spa puts the best of Hurghada at your fingertips, making your stay both relaxing and enjoyable."
