name,ratings,prices,aminities,location,description
Aqua Vista Resort & Spa,4.5,"EGP 2,481",",Free parking,Free internet,Pool,Fitness / spa changing rooms,Free breakfast,Tennis court,Water park,Babysitting,Public wifi,Pool / beach towels,Adult pool,Outdoor pool,Heated pool,Fitness classes,Bar / lounge,Restaurant,Breakfast available,Breakfast buffet,Snack bar,Poolside bar,Rooftop bar,Aerobics,Darts,Entertainment staff,Evening entertainment,Table tennis,Children Activities (Kid / Family Friendly),Kids club,Kids' outdoor play equipment,Free airport transportation,Free shuttle or taxi services,Airport transportation,Shuttle bus service,Taxi service,Banquet room,Meeting rooms,Spa,Facial treatments,Foot massage,Hammam,Massage,Salon,24-hour security,Baggage storage,Concierge,Convenience store,Currency exchange,Gift shop,Sun loungers / beach chairs,Sun umbrellas,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Air conditioning,Private beach,Private balcony,Room service,Safe,Minibar,Flatscreen TV,Non-smoking rooms,Suites,Family rooms","Safaga Road, Hurghada Egypt","The modern 4* all inclusive resort captures the best of Egyptian charm and warmth. Set within the resorts garden, surrounded by 4 crystalline pools and towering palm trees, the Aqua Vista has every amenity to relax and rejuvenate you. The resort offers all the pleasures of a Red Sea resort with a unique combination of casual elegance and affordability. Whether you are planning a romantic get-away, an active holiday or a family vacation... the location is perfect! Next to our resort, you will find Beach Albatros Resort, Albatros Aqua Park and Sea World - there is something for everyone"
SUNRISE Crystal Bay Resort -Grand Select,4.5,"EGP 4,888",",Free parking,Free internet,Pool,Fitness Centre with Gym / Workout Room,Free breakfast,Beach,Diving,Kids stay free,Parking,Wifi,Pool / beach towels,Pool with view,Adult pool,Outdoor pool,Heated pool,Private pool,Yoga classes,Fitness / spa changing rooms,Fitness classes,Sauna,Bar / lounge,Restaurant,Breakfast available,Breakfast buffet,Complimentary Instant Coffee,Complimentary tea,Kid-friendly buffet,Outdoor dining area,Snack bar,Special diet menus,Swimup bar,Poolside bar,Snorkelling,Tennis court,Aerobics,Archery offsite,Billiards,Darts,Entertainment staff,Evening entertainment,Table tennis,Nightclub / DJ,Babysitting,Children's playground,Indoor play area for children,Children Activities (Kid / Family Friendly),Kids club,Kids pool,Kids' outdoor play equipment,Airport transportation,Shuttle bus service,Car hire,Taxi service,Conference facilities,Banquet room,Meeting rooms,Spa,Facial treatments,Foot massage,Full body massage,Hammam,Head massage,Makeup services,Manicure,Massage,Pedicure,Salon,Steam room,Rooftop terrace,24-hour security,Baggage storage,Concierge,Currency exchange,Gift shop,Shops,Sun loungers / beach chairs,Sun terrace,Sun umbrellas,ATM on site,Butler service,Doorperson,24-hour check-in,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Blackout curtains,Bathrobes,Private beach,Desk,Housekeeping,Coffee / tea maker,Cable / satellite TV,Bath / shower,Interconnected rooms available,Private balcony,Room service,Safe,Seating area,VIP room facilities,Wardrobe / wardrobe,Bottled water,Laptop safe,Private bathrooms,Tile / marble floor,Wake-up service / alarm clock,Electric kettle,Flatscreen TV,Complimentary toiletries,Hair dryer,Ocean view,Pool view,Non-smoking rooms,Suites,Family rooms","Km 19 Village Road KM 20 Hurghada, Hurghada Egypt","Seek out an outstanding experience and an unforgettable vacation at SUNRISE Crystal Bay Resort -Grand Select-. Nestled directly at a sandy beach with a private lagoon on the Red Sea, the 5-star deluxe resort comes with a wonderful garden surrounding and large pool areas including 3 pools and one jacuzzi pool. Free Wi-Fi is available throughout the resort and in all rooms. The spacious 364 rooms at SUNRISE Crystal Bay Resort offer all the comfort and luxury you need for an unforgettable holiday at the Red Sea. Every room has satellite TV, air conditioning, minibar with soft drinks, tea & coffee making facilities and much more. For guest seeking an extra outstanding experience, SUNRISE Crystal Bay offers sea view suites, that can come with private Jacuzzi or pool area and royal club privileges. Experience culinary delights in the international restaurant with a daily changing theme buffet or dine at one of the 5 a-la-carte restaurants serving Mediterranean, Indian, Greek, Egyptian Cuisine (included in all-inclusive) and delicacies from the sea at Felucca Seafood restaurant (chargeable). I addition, the resort houses 9 Bars & Cafes: Pool Bar, 2 Beach Bars, Cocktail Bar & Lounge, Sports Bar, Shisha Cafe, Royal Club Lounge, a club and a 24h Lobby Bar. SUNRISE Crystal Bay Resort features a fully equipped gym, luxury spa & beauty salon (chargeable). The SUNRISE Kid’s Club let by professional care takers is available for kids between 3-12 years old offering Daily Educational, Entertaining Sports & Activities. Located 19km (20 min) to Hurghada Centre and 15km (16 min) to Hurghada International Airport, the resort features a distinctive location. Our all-inclusive concept includes: Breakfast, Lunch and Dinner in Buffets or a la carte Restaurants (unlimited reservations), Snacks from 12-17:00, 22:30-01:00, local alcoholic Beverages from 10:00-00:00, Soft and Hot Beverages 24/7, Minibar with water and soft drinks, Wi-Fi, free entertainment and sports activities, and much more. Some activities/services such as Diving Center, Spa Treatment are extra charge."
Labranda Royal Makadi,4.5,"EGP 3,883",",Free parking,Free internet,Pool,Fitness Centre with Gym / Workout Room,Free breakfast,Beach,Diving,Kids stay free,Public wifi,Pool / beach towels,Outdoor pool,Yoga classes,Fitness / spa changing rooms,Fitness classes,Sauna,Bar / lounge,Restaurant,Breakfast available,Breakfast buffet,Complimentary Instant Coffee,Complimentary tea,Complimentary welcome drink,Kids' meals,Outdoor dining area,Poolside bar,Squash,Tennis court,Water sport equipment rentals,Windsurfing,Aerobics,Billiards,Darts,Entertainment staff,Evening entertainment,Table tennis,Nightclub / DJ,Babysitting,Children's playground,Indoor play area for children,Children Activities (Kid / Family Friendly),Kids club,Kids pool,Kids' outdoor play equipment,Highchairs available,Free airport transportation,Airport transportation,Shuttle bus service,Car hire,Conference facilities,Meeting rooms,Spa,Facial treatments,Foot massage,Full body massage,Hammam,Massage,Salon,24-hour security,Baggage storage,Concierge,Currency exchange,Gift shop,Shops,Sun loungers / beach chairs,Sun umbrellas,Doorperson,First aid kit,Umbrella,24-hour check-in,24-hour front desk,Laundry service,Ironing service,Blackout curtains,Bathrobes,Air conditioning,Private beach,Housekeeping,Coffee / tea maker,Flatscreen TV,Bath / shower,Interconnected rooms available,Private balcony,Safe,Telephone,Wardrobe / wardrobe,Bottled water,Clothes rack,Private bathrooms,Tile / marble floor,Wake-up service / alarm clock,Minibar,Electric kettle,Hair dryer,Pool view,Non-smoking rooms,Suites,Family rooms","34 KM, Hurghada - Safaga Road Makadi Bay, Makadi Bay, Hurghada 111 Egypt","LABRANDA Royal Makadi is a perfect blend between elegance and uniqueness. It’s absolutely stunning setting in Makadi Bay, overlooking its own pristine private beach makes it as remarkable holiday destination. An endless variety of activities awaits with diving, water sports, snorkeling, kayak, canoes on the crystal blue waters and coral reefs showcasing the magical underwater world of the Red Sea. The rooms are contemporary with terraces overlooking the pools and gardens. LABRANDA Royal Makadi follows an extensive All Inclusive concept offering various dining options for lunch and dinner at Makadi Promenade. Makadi Promenade is located between LABRANDA Royal Makadi and LABRANDA Club Makadi and features amazing dining outlets such as the Greek “Taverna Paros”, the Cuban “Pequeña Habana”, the Rock & Roll Burger House, the Yum Asian Kitchen & Bar, the Oriental “Café Cairo” and the Gelateria “Giardino delle Rose” LABRANDA Royal Makadi itself has several classic resort-style amenities such as three adult size swimming pools and a children’s pool. Guests also have access to the resort’s gym, tennis courts, squash and archery range. The hotel was designed with families in mind. As a result, the dedicated kids' pool adds further value for families with toddlers. Additionally, the Resort has an active kids club. The latter is a place where children can take part in various other activities. Furthermore, LABRANDA Royal Makadi also has a conference room on request."
Titanic Beach Spa & Aqua Park,4.0,"EGP 3,116",",Free parking,Public wifi,Pool,Fitness Centre with Gym / Workout Room,Free breakfast,Beach,Bowling,Babysitting,Lazy river,Pool / beach towels,Outdoor pool,Heated pool,Private pool,Fitness / spa changing rooms,Bar / lounge,Restaurant,Breakfast available,Breakfast buffet,Kid-friendly buffet,Kids' meals,Swimup bar,Poolside bar,Diving,Game room,Snorkelling,Tennis court,Water park,Aerobics,Billiards,Darts,Entertainment staff,Evening entertainment,Karaoke,Nightclub / DJ,Children's playground,Indoor play area for children,Children Activities (Kid / Family Friendly),Kids club,Kids pool,Kids' outdoor play equipment,Highchairs available,Pets Allowed ( Dog / Pet Friendly ),Airport transportation,Shuttle bus service,Car hire,Taxi service,Business Centre with Internet Access,Conference facilities,Banquet room,Meeting rooms,Spa,Massage,Salon,Concierge,Convenience store,Currency exchange,Gift shop,Shops,Sun loungers / beach chairs,Sun umbrellas,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Air conditioning,Private beach,Housekeeping,Private balcony,Safe,Minibar,Refrigerator,Flatscreen TV,Pool view,Non-smoking rooms,Suites,Family rooms,Smoking rooms available","Sahl Hashish Rd, Hurghada 84512 Egypt","Titanic Beach Spa & Aqua Park is located on the amazing sandy shores of the red sea, offering it guests a wide variety of fabulous activities making it a dream come true vacation. The resort will have the biggest Aqua Park in Hurghada, with its numerous water slides, wave pool, rafting river, an endless adventure of pleasure."
Hurghada Marriott Beach Resort,4.5,"EGP 3,668",",Free parking,Free internet,Pool,Fitness Centre with Gym / Workout Room,Bar / lounge,Beach,Diving,Kids stay free,Parking,Wifi,Paid wifi,Pool / beach towels,Outdoor pool,Heated pool,Fitness / spa changing rooms,Fitness classes,Sauna,Restaurant,Breakfast buffet,Breakfast in the room,Snack bar,Vending machine,Poolside bar,Snorkelling,Tennis court,Aerobics,Entertainment staff,Evening entertainment,Table tennis,Nightclub / DJ,Children Activities (Kid / Family Friendly),Kids club,Airport transportation,Car hire,Taxi service,Business Centre with Internet Access,Conference facilities,Banquet room,Meeting rooms,Couples massage,Facial treatments,Full body massage,Massage,Salon,Steam room,24-hour security,Baggage storage,Concierge,Convenience store,Currency exchange,Gift shop,Newspaper,Shops,Sun loungers / beach chairs,Sun umbrellas,ATM on site,Doorperson,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Air conditioning,Private beach,Housekeeping,Interconnected rooms available,Minibar,Flatscreen TV,Bath / shower,Complimentary toiletries,Private balcony,Room service,Safe,Telephone,VIP room facilities,Ocean view,Non-smoking rooms,Suites,Family rooms,Smoking rooms available","El Corniche Road, Hurghada 84511 Egypt","Centrally located and directly on the beach, the Hurghada Marriott invites you to experience the ultimate in Red Sea luxury. This Hurghada hotel famous for its extravagant lifestyle and Red Sea charm, delivers exceptional service and outstanding amenities. Our beachfront resort in Hurghada features 283 spacious rooms complete with sea view and sumptuous furnishings designed for your comfort and relaxation. With a variety of dining options, this Marriott hotel boasts a diverse selection of international cuisine with 9 restaurants ensuring every day is a new experience. Whether your stay is business or pleasures our extensive amenities including wifi, outdoor pool, two tennis courts and a private island, the Hurghada Marriott ensures you of a memorable holiday. Experience the legendary Hurghada night spots and take a plunge into world class diving, explore and discover our Hurghada resort, the greatest vacation where life is ‘simply blue’!"
The Oberoi Beach Resort Sahl Hasheesh,5.0,"EGP 14,124",",Free parking,Free High Speed Internet (WiFi),Pool,Fitness Centre with Gym / Workout Room,Bar / lounge,Beach,Diving,Kids stay free,Parking,Wifi,Hot bath,Pool / beach towels,Infinity pool,Pool with view,Outdoor pool,Heated pool,Private pool,Yoga classes,Fitness / spa changing rooms,Fitness classes,Restaurant,Breakfast available,Breakfast buffet,Breakfast in the room,Special diet menus,Wine / champagne,Poolside bar,Snorkelling,Tennis court,Entertainment staff,Babysitting,Children Activities (Kid / Family Friendly),Kids club,Highchairs available,Airport transportation,Shuttle bus service,Car hire,Taxi service,Business Centre with Internet Access,Conference facilities,Banquet room,Meeting rooms,Spa,Couples massage,Facial treatments,Foot massage,Full body massage,Head massage,Massage,Salon,Steam room,24-hour security,Baggage storage,Concierge,Currency exchange,Newspaper,Shops,Sun loungers / beach chairs,Sun terrace,Sun umbrellas,ATM on site,Butler service,Doorperson,First aid kit,24-hour front desk,Private check-in / check-out,Dry cleaning,Laundry service,Ironing service,Shoeshine,Allergy-free room,Soundproof rooms,Air conditioning,Private beach,Housekeeping,Minibar,Flatscreen TV,Bidet,Bathrobes,Interconnected rooms available,Private balcony,Room service,Safe,Seating area,Sofa,VIP room facilities,Bottled water,Tile / marble floor,Wake-up service / alarm clock,Refrigerator,Walk-in shower,Complimentary toiletries,Hair dryer,Ocean view,Bridal suite,Non-smoking rooms,Suites,Family rooms","Sahl Hasheesh, Hurghada 84500 Egypt","Egypt’s Red Sea is teeming with colourful sea life and unspoilt coral reefs. Its crystal clear waters and unique underwater gardens are globally renowned as an aquatic paradise for beginners and advanced divers. Spanning 48 acres on the Red Sea shore, our all suite hotel has been carefully designed to allow you space. It features high domed ceilings and is bathed in natural light; and dotted with traditional design elements; from the auspicious eight pointed star to neoclassic columns and handcrafted lanterns. Classical touches that add a distinctive sense of place. Opulent suites with unrestricted ocean views, international fine dining, water sports, and a range of PADI certified dives suitable for beginners as well as advanced divers. Coupled with our sincere hospitality and attention to your every need."
The Makadi Spa Hotel,4.5,"EGP 5,928",",Free parking,Free internet,Pool,Yoga classes,Free breakfast,Beach,Diving,Free airport transportation,Public wifi,Pool / beach towels,Infinity pool,Pool with view,Adult pool,Outdoor pool,Heated pool,Private pool,Fitness classes,Personal trainer,Bar / lounge,Coffee shop,Restaurant,Breakfast available,Breakfast buffet,Breakfast in the room,Complimentary Instant Coffee,Complimentary tea,Complimentary welcome drink,Happy hour,Outdoor dining area,Snack bar,Poolside bar,Snorkelling,Tennis court,Walking tours,Airport transportation,Shuttle bus service,Meeting rooms,Facial treatments,Foot bath,Foot massage,Full body massage,Hand massage,Head massage,Manicure,Massage,Pedicure,Salon,Adults only,24-hour security,Baggage storage,Concierge,Convenience store,Currency exchange,Gift shop,Shops,Sun deck,Sun loungers / beach chairs,Sun terrace,Sun umbrellas,Doorperson,First aid kit,Infirmary,Umbrella,24-hour check-in,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Blackout curtains,Bathrobes,Air conditioning,Private beach,Housekeeping,Coffee / tea maker,Cable / satellite TV,Walk-in shower,Private balcony,Room service,Safe,Seating area,Separate living room,Sofa,Telephone,VIP room facilities,Wardrobe / wardrobe,Bottled water,Clothes rack,Tile / marble floor,Wake-up service / alarm clock,Minibar,Electric kettle,Flatscreen TV,Bath / shower,Complimentary toiletries,Hair dryer,Ocean view,Non-smoking rooms,Suites","Safaga Road, Makadi Bay, Hurghada 1960540 Egypt","An oasis of peace, relaxation and tranquility. The Makadi Spa*is the Red Sea’s largest custom-built Wellness resort. Recently opened, it focuses firmly on all aspects of wellness, with its accommodation,and dining tailored specifically to the needs of the most discerning of its adult-only clientele. *The Spa is as yet not in operation, awaiting construction completion within the next months to come."
Sheraton Miramar Resort El Gouna,4.5,"EGP 5,345",",Free parking,Free internet,Pool,Fitness Centre with Gym / Workout Room,Free breakfast,Beach,Diving,Babysitting,Parking,Wifi,Paid wifi,Pool / beach towels,Outdoor pool,Heated pool,Fitness / spa changing rooms,Fitness classes,Sauna,Bar / lounge,Restaurant,Breakfast available,Breakfast buffet,Poolside bar,Aerobics,Entertainment staff,Evening entertainment,Table tennis,Children Activities (Kid / Family Friendly),Kids club,Free airport transportation,Airport transportation,Shuttle bus service,Car hire,Taxi service,Business Centre with Internet Access,Conference facilities,Banquet room,Meeting rooms,Spa,Facial treatments,Foot massage,Full body massage,Massage,Salon,Steam room,Baggage storage,Concierge,Currency exchange,Gift shop,Shops,Sun loungers / beach chairs,Sun umbrellas,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Air conditioning,Private beach,Housekeeping,Private balcony,Room service,Minibar,Refrigerator,Flatscreen TV,Safe,VIP room facilities,Ocean view,Non-smoking rooms,Suites,Family rooms,Smoking rooms available","Red Sea, El Gouna, Hurghada Egypt","Sheraton Miramar Resort El Gouna is built on the most magnificent site, spread over 9 Red Sea islands and is designed by the world famous architect, Michael Graves. The award-winning architecture is inspired by ancient Egyptian designs. The unique seafront setting of the resort with the dramatic backdrop of desert mountains, crystalline lagoons, wooden bridges and lush gardens gives you the sensation of being in another world. Perfectly suits family holidays, romantic holidays, Weddings, honeymoons, meetings, seminars and incentives"
Jaz Makadi Saraya Resort,5.0,"EGP 4,953",",Free parking,Free internet,Pool,Sauna,Bar / lounge,Diving,Snorkelling,Kids stay free,Street parking,Wifi,Paid wifi,Pool / beach towels,Outdoor pool,Heated pool,Restaurant,Breakfast available,Breakfast buffet,Kid-friendly buffet,Snack bar,Poolside bar,Tennis court,Water park,Aerobics,Billiards,Darts,Entertainment staff,Evening entertainment,Table tennis,Waterslide,Nightclub / DJ,Babysitting,Children's playground,Indoor play area for children,Children Activities (Kid / Family Friendly),Kids club,Kids pool,Kids' outdoor play equipment,Free airport transportation,Free shuttle or taxi services,Airport transportation,Shuttle bus service,Car hire,Taxi service,Conference facilities,Meeting rooms,Spa,Facial treatments,Hand massage,Head massage,Manicure,Massage,Pedicure,Salon,Steam room,24-hour security,Baggage storage,Concierge,Convenience store,Currency exchange,Gift shop,Shops,Sun loungers / beach chairs,Sun umbrellas,ATM on site,First aid kit,24-hour check-in,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Blackout curtains,Air conditioning,Private beach,Dining area,Coffee / tea maker,Flatscreen TV,Extra long beds,Bath / shower,Housekeeping,Private balcony,Safe,Seating area,Sofa,Wardrobe / wardrobe,Bottled water,Clothes rack,Private bathrooms,Wake-up service / alarm clock,Minibar,Refrigerator,Sofa bed,Hair dryer,Pool view,Non-smoking rooms,Suites,Family rooms","Makadi Bay, Hurghada 84651 Egypt","Welcome To Jaz Makadi Saraya Resort Vibrant & Exhilarating Jaz Makadi Saraya Resort is a vivid and eye-catching resort, situated in the heart of Madinat Makadi. Full of fun for every generation, our resort is a seamless blend of high-octane energy and low-tempo downtime. Whether you’re watching the sunset on the beach, sunbathing by the pool, or playing an energetic game of tennis, we can assure you that you will have a thoroughly good time when you stay with us. So relax, unwind and luxuriate in that happy holiday feeling."
Jaz Aquaviva,4.5,"EGP 4,449",",Free parking,Free internet,Pool,Fitness Centre with Gym / Workout Room,Free breakfast,Diving,Tennis court,Indoor play area for children,Parking,Wifi,Paid wifi,Pool / beach towels,Infinity pool,Rooftop pool,Adult pool,Outdoor pool,Heated pool,Private pool,Fitness / spa changing rooms,Fitness classes,Bar / lounge,Restaurant,Breakfast available,Breakfast buffet,Complimentary tea,Kid-friendly buffet,Kids' meals,Snack bar,Poolside bar,Rooftop bar,Water park,Aerobics,Darts,Entertainment staff,Evening entertainment,Table tennis,Nightclub / DJ,Children Activities (Kid / Family Friendly),Kids club,Kids' outdoor play equipment,Free airport transportation,Free shuttle or taxi services,Airport transportation,Shuttle bus service,Car hire,Taxi service,Business Centre with Internet Access,Conference facilities,Banquet room,Meeting rooms,Spa,Facial treatments,Head massage,Massage,Salon,Rooftop terrace,24-hour security,Baggage storage,Concierge,Convenience store,Currency exchange,Gift shop,Shops,Sun loungers / beach chairs,Sun umbrellas,Doorperson,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Blackout curtains,Air conditioning,Housekeeping,Private balcony,Room service,Minibar,Refrigerator,Flatscreen TV,Safe,Telephone,VIP room facilities,Non-smoking rooms,Suites,Family rooms","Safaga Road Madinat Makadi, Makadi Bay, Hurghada 12588 Egypt","Jaz Aquaviva Resort has 487 guest rooms divided as follows: 436 Family Rooms, 50 Standard Rooms & 1 Suite with pool. Located in the heart of Madinat Makadi, the 5 star Jaz Aquaviva offers Makadi Water World featuring 50 adrenalin-pumping water slides and an 18-hole Championship Golf Course an extra charge. All rooms are equipped with an individually controlled air condition & feature a spacious balcony or terrace. Room features include: In-room safe box, Satellite TV & LCD screen, Minibar, hairdryer, shaver plug & cosmetic mirror, smoke detectors, tea & coffee making facilities"
Mercure Hurghada Hotel,4.5,"EGP 2,890",",Free parking,Pool,Fitness Centre with Gym / Workout Room,Free breakfast,Beach,Diving,Kids stay free,Babysitting,Parking,Pool / beach towels,Outdoor pool,Heated pool,Bar / lounge,Restaurant,Breakfast available,Breakfast buffet,Snack bar,Poolside bar,Tennis court,Aerobics,Entertainment staff,Evening entertainment,Table tennis,Nightclub / DJ,Children Activities (Kid / Family Friendly),Kids club,Kids' outdoor play equipment,Free airport transportation,Airport transportation,Taxi service,Conference facilities,Banquet room,Meeting rooms,24-hour security,Baggage storage,Concierge,Currency exchange,Gift shop,Shops,Sun loungers / beach chairs,Sun umbrellas,24-hour check-in,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Air conditioning,Private beach,Housekeeping,Private balcony,Minibar,Flatscreen TV,Bath / shower,Hair dryer,Room service,Safe,Sofa,Ocean view,Pool view,Non-smoking rooms,Suites,Family rooms","Safaga Road Km 12, Hurghada Egypt","Mercure Hurghada is the perfect holiday destination for people who want to do everything or nothing at all. Conveniently located just 10 minutes from the international airport, at the exclusive Hurghada beach resort, this exquisite venue offers guests the ultimate in pure luxury with a private, picture-perfect beach, elegant restaurants and incomparable service."
Swiss Inn Resort Hurghada,4.5,"EGP 1,708",",Parking,Free High Speed Internet (WiFi),Pool,Fitness Centre with Gym / Workout Room,Free breakfast,Beach,Diving,Children's playground,Wifi,Pool / beach towels,Adult pool,Indoor pool,Outdoor pool,Heated pool,Fitness / spa changing rooms,Sauna,Bar / lounge,Restaurant,Breakfast available,Breakfast buffet,Breakfast in the room,Complimentary Instant Coffee,Complimentary tea,Complimentary welcome drink,Kid-friendly buffet,Kids' meals,Outdoor dining area,Snack bar,Wine / champagne,Poolside bar,Horseback riding,Snorkelling,Squash,Water park,Water sport equipment rentals,Windsurfing,Aerobics,Aerobics offsite,Billiards,Darts,Entertainment staff,Evening entertainment,Squash offsite,Table tennis,Tennis court offsite,Water park offsite,Waterslide,Children Activities (Kid / Family Friendly),Kids club,Kids pool,Kids' outdoor play equipment,Highchairs available,Airport transportation,Shuttle bus service,Taxi service,Conference facilities,Banquet room,Meeting rooms,Spa,Full body massage,Hammam,Massage,Salon,Steam room,24-hour security,Concierge,Shared lounge / TV area,Shops,Sun umbrellas,ATM on site,First aid kit,Umbrella,24-hour check-in,24-hour front desk,Clothes dryer,Dry cleaning,Laundry service,Ironing service,Blackout curtains,Air conditioning,Private beach,Housekeeping,Coffee / tea maker,Cable / satellite TV,Sofa bed,Walk-in shower,Interconnected rooms available,Private balcony,Room service,Safe,Seating area,Sofa,Telephone,VIP room facilities,Wardrobe / wardrobe,Bottled water,Clothes rack,Iron,Private bathrooms,Wake-up service / alarm clock,Electric kettle,Flatscreen TV,Radio,Bath / shower,Hair dryer,Ocean view,Pool view,Non-smoking rooms,Suites,Family rooms,Smoking rooms available","Safaga Rd, Red Sea Governorate, 111 El Fareek, Youssef Affifi Rd, Str, Hurghada 84517 Egypt","The Swiss Inn Resort is an art deco-styled resort hotel that stands on the shores of the beautiful Red Sea. The hotel has 401 rooms spanning three floors, and on-site facilities, include free Wi-Fi, conference/banquet facilities, tennis court, squash and gym. Rooms are equipped with air conditioning, tea & coffee making facilities, mini bar, and satellite TV. Several on-site restaurants and bars serve guests with local and international dishes and drinks. One of the hotel’s major attractions is the diversity of swimming pools and the idyllic location on the shores of the Red Sea. Commanding a perfect location by the Touristic promenade where everything is around. Swiss Inn Hurghada Resort is an oasis of relaxation, where you can enjoy the private sandy beach, Aqua play pool and an array of leisure facilities. Ideally overlooking the amazing Red Sea, Swiss Inn Resort is the right place for those who seek underwater exploration. The resort features private marina with water sports center offering variety of water activities as well as a fully equipped diving center. Indulge yourself with a relaxing massage treatment in the on-site spa offering sauna, steam, Turkish hammam and Jaccuzzi."
Steigenberger Makadi,5.0,"EGP 3,697",",Free parking,Wifi,Pool,Fitness Centre with Gym / Workout Room,Bar / lounge,Diving,Golf course,Airport transportation,Parking,Paid internet,Pool / beach towels,Infinity pool,Adult pool,Outdoor pool,Heated pool,Fitness / spa changing rooms,Fitness classes,Sauna,Restaurant,Breakfast available,Breakfast buffet,Poolside bar,Evening entertainment,Water park offsite,Shuttle bus service,Car hire,Spa,Foot massage,Full body massage,Massage,Adults only,Baggage storage,Concierge,Currency exchange,Sun loungers / beach chairs,Sun umbrellas,24-hour front desk,Laundry service,Air conditioning,Private balcony,Room service,Safe,Minibar,Electric kettle,Cable / satellite TV,Walk-in shower,Telephone,Wardrobe / wardrobe,Bottled water,Flatscreen TV,Complimentary toiletries,Hair dryer,City view,Non-smoking rooms,Suites","Safaga Road, 32 Km, Makadi Bay, Hurghada Egypt","You’ll feel like you’ve checked in to paradise when you enter the exclusive 5-star Steigenberger Makadi on the shores of Madinat Makadi: fantastic sea views, an 18-hole championship golf course just around the corner, and the far-reaching Makadi Bay at your fingertips. In addition to activities like diving, snorkelling, and sailing you can enjoy the beautiful sandy beach. 83 rooms and 10 Executive Suites await you with tasteful decor. On the terrace or balcony, you can enjoy views of the golf course or the sea. Adding to your comfort, you’ll enjoy the following facilities: independent air-conditioning, satellite TV, telephone, safe and minibar."
Caves Beach Resort Hurghada,4.5,"EGP 2,290",",Free parking,Free internet,Pool,Fitness Centre with Gym / Workout Room,Free breakfast,Beach,Aerobics,Pets Allowed ( Dog / Pet Friendly ),Parking,Wifi,Outdoor pool,Bar / lounge,Restaurant,Breakfast buffet,Poolside bar,Entertainment staff,Evening entertainment,Nightclub / DJ,Airport transportation,Spa,Massage,Salon,Concierge,Gift shop,Sun loungers / beach chairs,Sun umbrellas,Dry cleaning,Laundry service,Air conditioning,Private beach,Private balcony,Room service,Safe,Minibar,Flatscreen TV,Ocean view,Non-smoking rooms,Suites",Hurghada 84517 Egypt,The hotel exterior design is in a unique and wonderful Stone-Rock - Mountain style same the landscape and pool areas with integrated lights and plants around the pool and in all public areas. All the rooms are also fully cave-style in a high quality finish and made in wood and rock.
Marlin Inn Azur Resort,4.0,"EGP 1,074",",Free public parking nearby,Free internet,Pool,Bar / lounge,Beach,Snorkelling,Children's playground,Indoor play area for children,Street parking,Pool / beach towels,Outdoor pool,Restaurant,Breakfast available,Complimentary Instant Coffee,Complimentary tea,Complimentary welcome drink,Outdoor dining area,Poolside bar,Aerobics,Billiards,Darts,Entertainment staff,Evening entertainment,Table tennis,Board games / puzzles,Nightclub / DJ,Children Activities (Kid / Family Friendly),Kids club,Kids' outdoor play equipment,Highchairs available,Airport transportation,Taxi service,Meeting rooms,24-hour security,Concierge,Currency exchange,Sun loungers / beach chairs,Sun umbrellas,ATM on site,First aid kit,24-hour check-in,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Blackout curtains,Air conditioning,Housekeeping,Interconnected rooms available,Private balcony,Coffee / tea maker,Cable / satellite TV,Bath / shower,Room service,Safe,Telephone,VIP room facilities,Wardrobe / wardrobe,Bottled water,Tile / marble floor,Wake-up service / alarm clock,Electric kettle,Flatscreen TV,Complimentary toiletries,Hair dryer,Ocean view,City view,Pool view,Non-smoking rooms,Suites,Family rooms,Smoking rooms available","Touristic Road, Hurghada 84511 Egypt","Marlin Inn Azur Resort is the perfect destination on the beating heart of Hurghda City the Pearl of Red Sea. Where the location of Marlin in Azur Resort offering you an easy access to Hurghda walk way. Surrounded by shopping areas and wide verity of restaurants and bars around, located just few minutes of the airport. Marlin Inn Azur Resort established in 1994 on the perfect sandy beach with its access to the Crystal water of the Red Sea standing. Marlin Inn Azur Resort with its spacious rooms equipped with comforts such as air conditioning, telephone, minibar, satellite TV, safe, and hairdryer. A swimming pool with sun beds and umbrellas, daily activity program on the beach, beach volleyball, table tennis, aqua gym, aerobic, stretching, darts and many other activities. Marlin inn Azur offers an Italian Restaurant and Main Restaurant with a different theme nights of international and local cuisine. Daily evening shows and ending the fun of the day in Whispers Disco. Kids are having fun in their Mini Nemo Club and Mini Disco with the kid’s animator."
